Target  ▾	RA	DEC	Sp. Type	T_eff [K]	B [mag]	V [mag]	G [mag]	Dist [pc]	Explore data	Data products (ascii)	Data products (csv)
GJ12	00:15:49.2423	+13:33:22.318	M4V	N/A	14.000	12.600	11.396	12.21	GLS Plot	GJ12_harps_all-data_v1.dat	GJ12_harps_all-data_v1.csv
GJ121	03:02:23.4993	-23:37:28.093	A3IV-V	7562.8	4.250	4.090	3.994	25.92	GLS Plot	GJ121_harps_all-data_v1.dat	GJ121_harps_all-data_v1.csv
GJ1214	17:15:18.9337	+04:57:50.064	M4.5V	N/A	nan	nan	13.009	14.65	GLS Plot	GJ1214_harps_all-data_v1.dat	GJ1214_harps_all-data_v1.csv
GJ1224	18:07:32.8377	-15:57:47.066	M4.0Ve	N/A	15.440	13.480	11.878	7.96	GLS Plot	GJ1224_harps_all-data_v1.dat	GJ1224_harps_all-data_v1.csv
GJ1232	19:09:50.8733	+17:40:06.408	M4V	N/A	nan	nan	11.956	10.26	GLS Plot	GJ1232_harps_all-data_v1.dat	GJ1232_harps_all-data_v1.csv
GJ1236	19:22:02.0706	+07:02:30.314	M4V	N/A	nan	nan	11.259	10.62	GLS Plot	GJ1236_harps_all-data_v1.dat	GJ1236_harps_all-data_v1.csv
GJ1239	19:32:30.2696	-35:27:06.210	K4+V	N/A	9.742	8.645	8.281	21.12	GLS Plot	GJ1239_harps_all-data_v1.dat	GJ1239_harps_all-data_v1.csv
GJ1247	19:58:32.9841	-54:56:12.809	K3+V	4746.9	9.590	8.540	8.195	23.63	GLS Plot	GJ1247_harps_all-data_v1.dat	GJ1247_harps_all-data_v1.csv
GJ1248	20:03:50.9967	+05:59:44.238	M2.5Ve	N/A	13.700	nan	11.118	13.26	GLS Plot	GJ1248_harps_all-data_v1.dat	GJ1248_harps_all-data_v1.csv
GJ1256	20:40:33.8629	+15:29:58.728	M4.5V	N/A	15.130	13.410	11.845	9.53	GLS Plot	GJ1256_harps_all-data_v1.dat	GJ1256_harps_all-data_v1.csv
GJ126	03:11:15.3682	-46:31:03.456	M1V	N/A	12.920	11.599	10.794	25.12	GLS Plot	GJ126_harps_all-data_v1.dat	GJ126_harps_all-data_v1.csv
GJ1265	22:13:42.8628	-17:41:08.676	dM4.5	N/A	15.320	13.672	12.081	10.26	GLS Plot	GJ1265_harps_all-data_v1.dat	GJ1265_harps_all-data_v1.csv
GJ1279	23:09:40.9509	-67:43:58.161	K6V	N/A	9.590	8.390	7.825	14.84	GLS Plot	GJ1279_harps_all-data_v1.dat	GJ1279_harps_all-data_v1.csv
GJ128	03:12:46.4369	-01:11:45.949	F8.5V	6071.0	5.631	5.070	4.885	22.54	GLS Plot	GJ128_harps_all-data_v1.dat	GJ128_harps_all-data_v1.csv
GJ1280	23:10:20.5696	-68:50:20.024	K3+Vk:	N/A	9.800	8.780	8.368	21.05	GLS Plot	GJ1280_harps_all-data_v1.dat	GJ1280_harps_all-data_v1.csv
GJ1282	23:16:57.6873	-62:00:04.318	F6V	6296.0	6.146	5.647	5.502	20.46	GLS Plot	GJ1282_harps_all-data_v1.dat	GJ1282_harps_all-data_v1.csv
GJ131	03:14:44.6243	-26:26:46.495	K5.5Vk:	4329.9	10.387	9.141	8.651	18.67	GLS Plot	GJ131_harps_all-data_v1.dat	GJ131_harps_all-data_v1.csv
GJ132	03:15:06.3903	-45:39:53.360	G5VFe-1.2CH-1	5908.7	7.334	6.756	6.596	24.56	GLS Plot	GJ132_harps_all-data_v1.dat	GJ132_harps_all-data_v1.csv
GJ135	03:19:01.8944	-02:50:35.492	G1.5V	N/A	7.697	7.039	6.872	24.00	GLS Plot	GJ135_harps_all-data_v1.dat	GJ135_harps_all-data_v1.csv
GJ136	03:17:46.1632	-62:34:31.154	G2.5VHdel1	N/A	6.180	5.540	5.306	12.04	GLS Plot	GJ136_harps_all-data_v1.dat	GJ136_harps_all-data_v1.csv
GJ138	03:18:12.8185	-62:30:22.917	G1V	N/A	5.814	5.228	5.019	12.05	GLS Plot	GJ138_harps_all-data_v1.dat	GJ138_harps_all-data_v1.csv
GJ143	03:26:59.2228	-63:29:56.761	K4.5V	N/A	9.302	8.143	7.679	16.33	GLS Plot	GJ143_harps_all-data_v1.dat	GJ143_harps_all-data_v1.csv
GJ143.1	03:29:19.7918	-11:40:42.124	dK7	N/A	11.415	9.991	9.334	21.04	GLS Plot	GJ143.1_harps_all-data_v1.dat	GJ143.1_harps_all-data_v1.csv
GJ146	03:35:00.9398	-48:25:08.906	K5/M0V	N/A	9.890	8.570	8.019	13.60	GLS Plot	GJ146_harps_all-data_v1.dat	GJ146_harps_all-data_v1.csv
GJ149	03:42:44.6762	-24:27:58.770	K4.5V	N/A	10.330	9.192	8.772	26.04	GLS Plot	GJ149_harps_all-data_v1.dat	GJ149_harps_all-data_v1.csv
GJ150.0	03:43:14.9008	-09:45:48.208	K0+IV	N/A	4.460	3.540	3.135	9.07	GLS Plot	GJ150.0_harps_all-data_v1.dat	GJ150.0_harps_all-data_v1.csv
GJ159	04:02:36.7451	-00:16:08.118	F7V	N/A	5.880	5.380	5.230	18.77	GLS Plot	GJ159_harps_all-data_v1.dat	GJ159_harps_all-data_v1.csv
GJ16	00:18:16.5899	+10:12:10.038	M1V	3860.0	12.390	10.864	10.001	16.78	GLS Plot	GJ16_harps_all-data_v1.dat	GJ16_harps_all-data_v1.csv
GJ162.2	04:08:35.7179	-59:31:36.550	K5.5Vk:	4376.7	10.910	9.720	9.231	27.33	GLS Plot	GJ162.2_harps_all-data_v1.dat	GJ162.2_harps_all-data_v1.csv
GJ163	04:09:15.6684	-53:22:25.289	M3.5	N/A	13.302	11.811	10.677	15.14	GLS Plot	GJ163_harps_all-data_v1.dat	GJ163_harps_all-data_v1.csv
GJ166C	04:15:21.5389	-07:39:20.718	M4.5V	N/A	12.850	11.170	9.761	5.01	GLS Plot	GJ166C_harps_all-data_v1.dat	GJ166C_harps_all-data_v1.csv
GJ167.2	04:17:09.0742	-26:02:48.745	M1	N/A	13.140	11.770	11.011	35.22	GLS Plot	GJ167.2_harps_all-data_v1.dat	GJ167.2_harps_all-data_v1.csv
GJ17	00:20:04.2599	-64:52:29.254	F9.5V	N/A	4.800	4.230	3.987	8.53	GLS Plot	GJ17_harps_all-data_v1.dat	GJ17_harps_all-data_v1.csv
GJ173	04:37:41.8658	-11:02:19.970	M1V	N/A	11.838	10.331	9.402	11.21	GLS Plot	GJ173_harps_all-data_v1.dat	GJ173_harps_all-data_v1.csv
GJ177	04:47:36.2917	-16:56:04.041	G2.5IV-V	5867.0	6.140	5.500	5.293	13.24	GLS Plot	GJ177_harps_all-data_v1.dat	GJ177_harps_all-data_v1.csv
GJ177.1	04:48:36.3850	-05:40:26.554	G2IV	N/A	6.400	5.770	5.600	26.18	GLS Plot	GJ177.1_harps_all-data_v1.dat	GJ177.1_harps_all-data_v1.csv
GJ178	04:49:50.4109	+06:57:40.588	F6V	N/A	3.630	3.190	2.965	8.04	GLS Plot	GJ178_harps_all-data_v1.dat	GJ178_harps_all-data_v1.csv
GJ179	04:52:05.7323	+06:28:35.589	M2V	N/A	13.568	12.018	10.705	12.36	GLS Plot	GJ179_harps_all-data_v1.dat	GJ179_harps_all-data_v1.csv
GJ18.0	00:24:25.9334	-27:01:36.382	K3V	N/A	8.861	7.916	7.617	17.95	GLS Plot	GJ18.0_harps_all-data_v1.dat	GJ18.0_harps_all-data_v1.csv
GJ180	04:53:49.9799	-17:46:24.309	M3V	N/A	12.443	10.894	9.934	11.94	GLS Plot	GJ180_harps_all-data_v1.dat	GJ180_harps_all-data_v1.csv
GJ182	04:59:34.8341	+01:47:00.672	M0Ve	3986.1	11.480	10.107	9.319	24.40	GLS Plot	GJ182_harps_all-data_v1.dat	GJ182_harps_all-data_v1.csv
GJ183	05:00:48.9991	-05:45:13.220	K3+V	N/A	7.270	6.210	5.869	8.85	GLS Plot	GJ183_harps_all-data_v1.dat	GJ183_harps_all-data_v1.csv
GJ187	05:02:48.6863	-49:09:05.054	F5V	6560.7	5.796	5.372	5.248	26.17	GLS Plot	GJ187_harps_all-data_v1.dat	GJ187_harps_all-data_v1.csv
GJ188	05:07:27.0060	+18:38:42.179	G4V	N/A	5.650	nan	4.682	15.89	GLS Plot	GJ188_harps_all-data_v1.dat	GJ188_harps_all-data_v1.csv
GJ189.2	05:08:43.6984	-04:27:22.340	F5.5VkF4mF2	6410.0	5.546	5.119	4.949	25.12	GLS Plot	GJ189.2_harps_all-data_v1.dat	GJ189.2_harps_all-data_v1.csv
GJ19	00:25:45.0703	-77:15:15.286	G0V	N/A	3.410	2.790	2.527	nan	GLS Plot	GJ19_harps_all-data_v1.dat	GJ19_harps_all-data_v1.csv
GJ191	05:11:40.5893	-45:01:06.353	M1VIp	N/A	10.433	8.853	8.062	3.93	GLS Plot	GJ191_harps_all-data_v1.dat	GJ191_harps_all-data_v1.csv
GJ2001	00:12:50.2492	-57:54:45.395	K0V	5400.2	8.000	7.226	7.010	20.63	GLS Plot	GJ2001_harps_all-data_v1.dat	GJ2001_harps_all-data_v1.csv
GJ2018	01:00:18.4899	-25:36:52.750	K4.5V	N/A	11.040	9.860	9.545	36.24	GLS Plot	GJ2018_harps_all-data_v1.dat	GJ2018_harps_all-data_v1.csv
GJ2030	03:23:17.7006	-07:47:38.751	G5/6V	4147.7	6.920	6.230	6.013	37.12	GLS Plot	GJ2030_harps_all-data_v1.dat	GJ2030_harps_all-data_v1.csv
GJ2033	04:16:41.6739	-12:33:23.080	M1.5+V	3976.6	12.434	10.901	nan	21.36	GLS Plot	GJ2033_harps_all-data_v1.dat	GJ2033_harps_all-data_v1.csv
GJ2037	04:55:41.9104	-28:33:50.084	K3.5Vk:	N/A	9.207	8.122	7.761	18.23	GLS Plot	GJ2037_harps_all-data_v1.dat	GJ2037_harps_all-data_v1.csv
GJ204	05:28:26.0954	-03:29:58.396	K5V	N/A	8.777	7.642	7.232	12.94	GLS Plot	GJ204_harps_all-data_v1.dat	GJ204_harps_all-data_v1.csv
GJ204.2	05:29:52.0221	-03:26:30.068	M3	N/A	13.550	12.051	10.940	17.31	GLS Plot	GJ204.2_harps_all-data_v1.dat	GJ204.2_harps_all-data_v1.csv
GJ2046	05:54:04.2409	-60:01:24.491	K2.5V	4893.0	8.097	7.147	6.844	12.94	GLS Plot	GJ2046_harps_all-data_v1.dat	GJ2046_harps_all-data_v1.csv
GJ2049	06:21:53.8081	-22:43:24.070	M1Vk	N/A	12.061	10.693	10.068	26.88	GLS Plot	GJ2049_harps_all-data_v1.dat	GJ2049_harps_all-data_v1.csv
GJ205	05:31:27.3958	-03:40:38.021	M1.5Ve	N/A	9.443	7.968	7.098	5.70	GLS Plot	GJ205_harps_all-data_v1.dat	GJ205_harps_all-data_v1.csv
GJ2056	07:12:04.8089	-24:53:31.491	M0	4069.9	11.740	10.380	9.723	28.47	GLS Plot	GJ2056_harps_all-data_v1.dat	GJ2056_harps_all-data_v1.csv
GJ2058	07:24:34.2541	-17:53:31.986	M0V:	4048.1	11.712	10.315	9.677	24.34	GLS Plot	GJ2058_harps_all-data_v1.dat	GJ2058_harps_all-data_v1.csv
GJ2060	07:28:51.3714	-30:14:48.542	M1Ve	3952.6	11.600	10.080	9.059	15.00	GLS Plot	GJ2060_harps_all-data_v1.dat	GJ2060_harps_all-data_v1.csv
GJ2066	08:16:07.9814	+01:18:09.267	M2.0V	N/A	11.630	10.091	9.124	8.94	GLS Plot	GJ2066_harps_all-data_v1.dat	GJ2066_harps_all-data_v1.csv
GJ208	05:36:30.9904	+11:19:40.331	K6V	4105.0	10.276	8.898	8.208	11.44	GLS Plot	GJ208_harps_all-data_v1.dat	GJ208_harps_all-data_v1.csv
GJ2085	11:23:44.5739	+08:33:48.554	M0V	N/A	12.678	11.185	10.326	20.15	GLS Plot	GJ2085_harps_all-data_v1.dat	GJ2085_harps_all-data_v1.csv
GJ2119	16:12:52.5449	-47:06:32.477	M2	4112.8	12.140	11.120	10.412	36.96	GLS Plot	GJ2119_harps_all-data_v1.dat	GJ2119_harps_all-data_v1.csv
GJ2126	17:09:26.6221	-35:23:28.781	M0V:	4290.5	11.920	10.680	10.150	38.17	GLS Plot	GJ2126_harps_all-data_v1.dat	GJ2126_harps_all-data_v1.csv
GJ2127	17:15:57.5084	-44:14:39.414	K7	N/A	11.360	10.280	9.682	29.24	GLS Plot	GJ2127_harps_all-data_v1.dat	GJ2127_harps_all-data_v1.csv
GJ2128	17:16:40.9809	+08:03:30.204	M2.5Ve	N/A	13.087	11.529	10.470	15.12	GLS Plot	GJ2128_harps_all-data_v1.dat	GJ2128_harps_all-data_v1.csv
GJ213	05:42:09.2672	+12:29:21.611	M4V	N/A	13.130	11.509	10.099	5.79	GLS Plot	GJ213_harps_all-data_v1.dat	GJ213_harps_all-data_v1.csv
GJ2137	18:29:22.3031	-27:58:19.018	K(2)V	N/A	10.580	9.390	8.932	27.23	GLS Plot	GJ2137_harps_all-data_v1.dat	GJ2137_harps_all-data_v1.csv
GJ214	05:41:53.6864	-15:37:49.950	G8+VCN+1	N/A	8.160	7.370	7.164	30.09	GLS Plot	GJ214_harps_all-data_v1.dat	GJ214_harps_all-data_v1.csv
GJ218	05:47:40.5789	-36:19:42.834	M1.5	N/A	12.194	10.736	9.833	14.50	GLS Plot	GJ218_harps_all-data_v1.dat	GJ218_harps_all-data_v1.csv
GJ219.0	05:47:17.0876	-51:03:59.441	A6V	7099.5	4.030	3.860	3.725	19.75	GLS Plot	GJ219.0_harps_all-data_v1.dat	GJ219.0_harps_all-data_v1.csv
GJ221	05:53:00.2845	-05:59:41.442	K7V/M0V	N/A	11.041	9.693	9.107	20.28	GLS Plot	GJ221_harps_all-data_v1.dat	GJ221_harps_all-data_v1.csv
GJ224	05:56:03.4329	+13:55:29.695	G8	N/A	7.252	6.600	6.443	27.51	GLS Plot	GJ224_harps_all-data_v1.dat	GJ224_harps_all-data_v1.csv
GJ225	05:56:24.2930	-14:10:03.718	F2V	6559.7	4.050	3.720	3.551	14.51	GLS Plot	GJ225_harps_all-data_v1.dat	GJ225_harps_all-data_v1.csv
GJ225.1	05:59:55.7937	-37:03:24.190	G5V	N/A	9.230	8.610	8.452	53.19	GLS Plot	GJ225.1_harps_all-data_v1.dat	GJ225.1_harps_all-data_v1.csv
GJ227	06:06:40.4779	+15:32:31.579	K0V	5306.0	7.565	nan	6.524	15.78	GLS Plot	GJ227_harps_all-data_v1.dat	GJ227_harps_all-data_v1.csv
GJ230	06:13:12.5027	+10:37:37.713	G5V	N/A	7.120	nan	6.261	18.65	GLS Plot	GJ230_harps_all-data_v1.dat	GJ230_harps_all-data_v1.csv
GJ233	06:26:10.2539	+18:45:24.784	K2Ve	4786.1	7.740	nan	6.474	14.76	GLS Plot	GJ233_harps_all-data_v1.dat	GJ233_harps_all-data_v1.csv
GJ234	06:29:23.3915	-02:48:48.803	M4.5V	N/A	12.764	11.071	9.581	4.12	GLS Plot	GJ234_harps_all-data_v1.dat	GJ234_harps_all-data_v1.csv
GJ236	06:32:08.8118	-27:01:58.171	M0	N/A	12.740	11.404	10.733	30.09	GLS Plot	GJ236_harps_all-data_v1.dat	GJ236_harps_all-data_v1.csv
GJ238	06:33:49.9717	-58:31:42.449	M2.5	N/A	13.110	11.570	10.529	15.22	GLS Plot	GJ238_harps_all-data_v1.dat	GJ238_harps_all-data_v1.csv
GJ243	06:44:51.9521	-27:20:29.998	G0VFe-0.8CH-0.5	N/A	6.990	6.430	6.282	26.90	GLS Plot	GJ243_harps_all-data_v1.dat	GJ243_harps_all-data_v1.csv
GJ245.1	06:45:22.9404	-31:47:37.132	F6.5V	N/A	6.396	5.916	5.782	24.01	GLS Plot	GJ245.1_harps_all-data_v1.dat	GJ245.1_harps_all-data_v1.csv
GJ250	06:52:18.0504	-05:10:25.366	K3.5V	N/A	7.640	6.570	6.217	8.75	GLS Plot	GJ250_harps_all-data_v1.dat	GJ250_harps_all-data_v1.csv
GJ253	06:54:51.3411	-55:15:33.581	K0IV-V	5358.3	8.947	8.170	7.961	35.09	GLS Plot	GJ253_harps_all-data_v1.dat	GJ253_harps_all-data_v1.csv
GJ260	06:59:59.6554	-61:20:10.249	G9V	N/A	7.609	6.803	6.605	18.36	GLS Plot	GJ260_harps_all-data_v1.dat	GJ260_harps_all-data_v1.csv
GJ268.2	07:13:07.0887	-63:20:41.813	K6Vk:	N/A	10.348	9.079	8.567	19.62	GLS Plot	GJ268.2_harps_all-data_v1.dat	GJ268.2_harps_all-data_v1.csv
GJ273	07:27:24.4997	+05:13:32.833	M3.5V	N/A	11.443	9.872	8.594	3.00	GLS Plot	GJ273_harps_all-data_v1.dat	GJ273_harps_all-data_v1.csv
GJ275	07:27:25.4644	-51:24:09.358	G6.5V	N/A	7.428	6.714	6.531	22.48	GLS Plot	GJ275_harps_all-data_v1.dat	GJ275_harps_all-data_v1.csv
GJ279	07:34:03.1802	-22:17:45.838	F6IV-V	6170.0	4.940	4.390	4.234	25.99	GLS Plot	GJ279_harps_all-data_v1.dat	GJ279_harps_all-data_v1.csv
GJ280	07:39:18.1195	+05:13:29.955	F5IV-V+DQZ	N/A	0.790	0.370	nan	nan	GLS Plot	GJ280_harps_all-data_v1.dat	GJ280_harps_all-data_v1.csv
GJ281	07:39:23.0387	+02:11:01.197	M0.0Ve	N/A	11.055	9.589	8.894	15.06	GLS Plot	GJ281_harps_all-data_v1.dat	GJ281_harps_all-data_v1.csv
GJ285	07:44:40.1726	+03:33:08.877	M4.0Ve	N/A	12.831	11.225	9.681	5.99	GLS Plot	GJ285_harps_all-data_v1.dat	GJ285_harps_all-data_v1.csv
GJ29	00:40:25.6702	-59:27:16.565	G0VFe-0.9CH-0.4	N/A	6.440	5.880	5.743	25.25	GLS Plot	GJ29_harps_all-data_v1.dat	GJ29_harps_all-data_v1.csv
GJ291.1	07:51:03.3451	-50:18:18.007	K6V	4438.0	11.130	10.010	9.585	32.49	GLS Plot	GJ291.1_harps_all-data_v1.dat	GJ291.1_harps_all-data_v1.csv
GJ293.1	07:57:57.7842	-00:48:51.874	K4V	4729.9	9.105	8.077	7.728	17.65	GLS Plot	GJ293.1_harps_all-data_v1.dat	GJ293.1_harps_all-data_v1.csv
GJ294A	07:57:46.9145	-60:18:11.051	F9.5V	N/A	6.170	5.600	5.414	16.20	GLS Plot	GJ294A_harps_all-data_v1.dat	GJ294A_harps_all-data_v1.csv
GJ294B	07:57:54.9208	-60:17:58.399	N/A	N/A	nan	nan	9.203	16.17	GLS Plot	GJ294B_harps_all-data_v1.dat	GJ294B_harps_all-data_v1.csv
GJ298	08:09:58.0515	-52:58:05.422	M3.0	N/A	13.240	11.740	10.649	16.18	GLS Plot	GJ298_harps_all-data_v1.dat	GJ298_harps_all-data_v1.csv
GJ299	08:11:57.5595	+08:46:22.983	M4.5Ve	N/A	14.600	12.834	11.376	6.87	GLS Plot	GJ299_harps_all-data_v1.dat	GJ299_harps_all-data_v1.csv
GJ3	00:05:17.6887	-67:49:57.325	K4.5V	N/A	9.569	8.485	8.084	16.39	GLS Plot	GJ3_harps_all-data_v1.dat	GJ3_harps_all-data_v1.csv
GJ300	08:12:40.8887	-21:33:06.982	M3.5V	N/A	13.810	12.130	10.665	8.12	GLS Plot	GJ300_harps_all-data_v1.dat	GJ300_harps_all-data_v1.csv
GJ3018	00:15:51.5262	-67:59:51.823	M0.5	N/A	13.200	10.915	10.106	18.77	GLS Plot	GJ3018_harps_all-data_v1.dat	GJ3018_harps_all-data_v1.csv
GJ302	08:18:23.9469	-12:37:55.810	G8:V	N/A	6.740	5.950	5.739	12.56	GLS Plot	GJ302_harps_all-data_v1.dat	GJ302_harps_all-data_v1.csv
GJ3021	00:16:12.6791	-79:51:04.244	G8V	N/A	7.335	6.578	6.394	17.56	GLS Plot	GJ3021_harps_all-data_v1.dat	GJ3021_harps_all-data_v1.csv
GJ3049	00:43:26.0025	-41:17:34.027	M5	N/A	14.000	11.510	11.561	10.23	GLS Plot	GJ3049_harps_all-data_v1.dat	GJ3049_harps_all-data_v1.csv
GJ3053	00:44:59.3314	-15:16:17.543	M4.5	3872.0	nan	14.150	12.671	14.99	GLS Plot	GJ3053_harps_all-data_v1.dat	GJ3053_harps_all-data_v1.csv
GJ3071	01:02:24.5727	+05:03:41.214	K2V	N/A	9.175	8.131	7.888	15.21	GLS Plot	GJ3071_harps_all-data_v1.dat	GJ3071_harps_all-data_v1.csv
GJ309	08:32:51.4958	-31:30:03.062	K1V	N/A	7.170	6.380	6.151	12.18	GLS Plot	GJ309_harps_all-data_v1.dat	GJ309_harps_all-data_v1.csv
GJ3091	01:22:07.6137	-26:53:35.158	K2V	4914.0	9.750	8.760	8.475	30.71	GLS Plot	GJ3091_harps_all-data_v1.dat	GJ3091_harps_all-data_v1.csv
GJ31	00:43:35.3709	-17:59:11.782	G9.5IIICH-1	N/A	3.020	2.010	nan	nan	GLS Plot	GJ31_harps_all-data_v1.dat	GJ31_harps_all-data_v1.csv
GJ31.3	00:44:44.3965	-22:00:22.078	F3VFe-1	6911.5	5.542	5.220	5.098	27.25	GLS Plot	GJ31.3_harps_all-data_v1.dat	GJ31.3_harps_all-data_v1.csv
GJ3102	01:37:20.8203	-49:11:44.376	M0V	N/A	11.834	10.391	9.663	22.16	GLS Plot	GJ3102_harps_all-data_v1.dat	GJ3102_harps_all-data_v1.csv
GJ3110	01:42:55.7828	-42:12:12.411	M0	N/A	12.700	11.147	10.436	26.23	GLS Plot	GJ3110_harps_all-data_v1.dat	GJ3110_harps_all-data_v1.csv
GJ312	08:37:19.9931	-40:08:51.600	G0Vp	N/A	7.150	6.550	6.374	27.64	GLS Plot	GJ312_harps_all-data_v1.dat	GJ312_harps_all-data_v1.csv
GJ313	08:38:45.2604	-13:15:24.090	K4+Vk:	4646.0	10.870	9.630	9.270	31.60	GLS Plot	GJ313_harps_all-data_v1.dat	GJ313_harps_all-data_v1.csv
GJ3138	02:09:10.9012	-16:20:22.528	K9Vk:	N/A	12.820	10.877	10.192	28.49	GLS Plot	GJ3138_harps_all-data_v1.dat	GJ3138_harps_all-data_v1.csv
GJ3141	02:11:18.0502	-63:13:40.930	M3	N/A	13.500	nan	11.162	14.83	GLS Plot	GJ3141_harps_all-data_v1.dat	GJ3141_harps_all-data_v1.csv
GJ3148	02:16:41.1978	-30:59:18.227	M3Ve	N/A	13.588	12.027	10.777	13.41	GLS Plot	GJ3148_harps_all-data_v1.dat	GJ3148_harps_all-data_v1.csv
GJ3161	02:32:54.1420	+15:02:04.310	F8V	5905.3	6.541	5.988	5.860	28.69	GLS Plot	GJ3161_harps_all-data_v1.dat	GJ3161_harps_all-data_v1.csv
GJ317	08:40:59.2055	-23:27:22.598	M3.5V	N/A	13.200	11.975	10.754	15.20	GLS Plot	GJ317_harps_all-data_v1.dat	GJ317_harps_all-data_v1.csv
GJ3187	02:52:19.6886	-33:27:02.288	K2V	N/A	8.930	8.090	7.844	25.46	GLS Plot	GJ3187_harps_all-data_v1.dat	GJ3187_harps_all-data_v1.csv
GJ3189	02:58:10.2285	-12:53:06.000	sdM3.0	N/A	14.400	12.669	11.591	11.52	GLS Plot	GJ3189_harps_all-data_v1.dat	GJ3189_harps_all-data_v1.csv
GJ3193	03:01:51.3928	-16:35:36.022	M3.0	N/A	12.191	10.529	10.047	6.87	GLS Plot	GJ3193_harps_all-data_v1.dat	GJ3193_harps_all-data_v1.csv
GJ3200	03:07:18.5750	-13:45:42.419	G3V	N/A	7.650	7.000	6.798	32.03	GLS Plot	GJ3200_harps_all-data_v1.dat	GJ3200_harps_all-data_v1.csv
GJ3202	03:07:33.7862	-03:58:17.144	K7V	N/A	12.350	10.858	nan	nan	GLS Plot	GJ3202_harps_all-data_v1.dat	GJ3202_harps_all-data_v1.csv
GJ3205	03:10:15.4719	+05:54:31.471	M2.5Ve	N/A	13.401	11.847	10.882	18.10	GLS Plot	GJ3205_harps_all-data_v1.dat	GJ3205_harps_all-data_v1.csv
GJ3207	03:11:35.2245	-38:47:23.436	MV	N/A	13.020	13.746	12.571	22.56	GLS Plot	GJ3207_harps_all-data_v1.dat	GJ3207_harps_all-data_v1.csv
GJ321.3	08:44:42.2263	-54:42:31.755	A2IV+A4V	N/A	nan	nan	nan	nan	GLS Plot	GJ321.3_harps_all-data_v1.dat	GJ321.3_harps_all-data_v1.csv
GJ3212	03:14:36.7456	-09:40:02.592	M0	N/A	12.960	11.609	10.793	22.16	GLS Plot	GJ3212_harps_all-data_v1.dat	GJ3212_harps_all-data_v1.csv
GJ3218	03:21:46.9231	-06:40:24.217	M2V	N/A	12.490	11.314	10.352	17.23	GLS Plot	GJ3218_harps_all-data_v1.dat	GJ3218_harps_all-data_v1.csv
GJ3221	03:23:22.4184	+11:41:13.361	M3.5V	N/A	13.760	nan	11.099	17.11	GLS Plot	GJ3221_harps_all-data_v1.dat	GJ3221_harps_all-data_v1.csv
GJ3222	03:23:35.2561	-40:04:34.968	K0V	4424.0	7.758	6.903	6.689	17.70	GLS Plot	GJ3222_harps_all-data_v1.dat	GJ3222_harps_all-data_v1.csv
GJ3256	03:54:25.6210	-09:09:31.028	M3	3793.3	12.740	11.170	nan	21.10	GLS Plot	GJ3256_harps_all-data_v1.dat	GJ3256_harps_all-data_v1.csv
GJ3258	03:56:28.6675	-25:10:52.828	K0VFe-1.2CH-0.9	N/A	7.630	6.880	6.665	40.63	GLS Plot	GJ3258_harps_all-data_v1.dat	GJ3258_harps_all-data_v1.csv
GJ3260	04:00:40.1216	-23:04:52.584	M0	N/A	12.660	11.431	nan	nan	GLS Plot	GJ3260_harps_all-data_v1.dat	GJ3260_harps_all-data_v1.csv
GJ3263	04:07:20.4960	-24:29:13.356	M4	N/A	13.910	12.380	nan	nan	GLS Plot	GJ3263_harps_all-data_v1.dat	GJ3263_harps_all-data_v1.csv
GJ327	08:54:17.9469	-05:26:04.046	G2V	N/A	6.670	6.000	5.832	16.85	GLS Plot	GJ327_harps_all-data_v1.dat	GJ327_harps_all-data_v1.csv
GJ3279	04:22:12.4992	-57:26:01.003	M3e	N/A	13.700	nan	10.712	16.56	GLS Plot	GJ3279_harps_all-data_v1.dat	GJ3279_harps_all-data_v1.csv
GJ3293	04:28:35.7191	-25:10:09.297	M2.5	N/A	13.600	11.962	10.979	20.20	GLS Plot	GJ3293_harps_all-data_v1.dat	GJ3293_harps_all-data_v1.csv
GJ33	00:48:22.9763	+05:16:50.209	K2.5V	N/A	6.640	5.740	5.442	7.43	GLS Plot	GJ33_harps_all-data_v1.dat	GJ33_harps_all-data_v1.csv
GJ3300	04:34:38.4968	-35:39:28.988	G9V	5490.0	8.380	7.600	7.402	28.17	GLS Plot	GJ3300_harps_all-data_v1.dat	GJ3300_harps_all-data_v1.csv
GJ3305	04:37:37.4507	-02:29:28.869	M1.1V	3866.5	12.040	10.590	9.725	26.34	GLS Plot	GJ3305_harps_all-data_v1.dat	GJ3305_harps_all-data_v1.csv
GJ3307	04:40:42.4933	+02:13:51.821	M2.0Ve	3978.2	12.538	nan	10.331	23.91	GLS Plot	GJ3307_harps_all-data_v1.dat	GJ3307_harps_all-data_v1.csv
GJ3313	04:47:11.7566	+02:09:39.727	M0V	3902.3	12.820	nan	10.552	26.15	GLS Plot	GJ3313_harps_all-data_v1.dat	GJ3313_harps_all-data_v1.csv
GJ3314	04:48:01.1415	-10:56:01.125	K5Vk	4472.6	10.660	9.430	9.038	26.50	GLS Plot	GJ3314_harps_all-data_v1.dat	GJ3314_harps_all-data_v1.csv
GJ3317	04:49:52.3319	-35:06:27.468	K2V	5076.5	8.397	7.495	7.242	17.71	GLS Plot	GJ3317_harps_all-data_v1.dat	GJ3317_harps_all-data_v1.csv
